# Deep-sky objects — format: id,name,ra_hours,dec_degrees,magnitude,type
# To expand: replace with OpenNGC CSV (github.com/mattiaverga/OpenNGC)
# Type codes: oc=open cluster  gc=globular cluster  neb=nebula  gal=galaxy  pn=planetary nebula
#
# DSOs from OpenNGC — id,name,ra_hours,dec_degrees,magnitude,type
NGC4914,NGC 4914,13.011931,37.315278,11.6,gal
NGC4915,NGC 4915,13.024506,-4.546528,12.0,gal
NGC4930,NGC 4930,13.068131,-41.411583,11.43,gal
NGC4933B,NGC 4933,13.065761,-11.498056,11.74,gal
NGC4936,NGC 4936,13.071358,-30.526250,10.71,gal
NGC4939,NGC 4939,13.070664,-10.339611,11.91,gal
NGC4941,NGC 4941,13.070317,-5.551611,11.27,gal
NGC4945,NGC 4945,13.090967,-49.468222,11.86,gal
NGC4951,NGC 4951,13.085472,-6.493833,11.84,gal
NGC4958,NGC 4958,13.096911,-8.020278,10.59,gal
NGC4976,NGC 4976,13.143758,-49.506417,10.08,gal
NGC4981,NGC 4981,13.146872,-6.777528,11.41,gal
NGC4984,NGC 4984,13.149231,-15.516306,11.01,gal
NGC4995,NGC 4995,13.161292,-7.833417,11.11,gal
NGC5005,NGC 5005,13.182286,37.059194,10.71,gal
NGC5011,NGC 5011,13.214406,-43.096222,11.38,gal
NGC5018,NGC 5018,13.216953,-19.518194,10.85,gal
NGC5026,NGC 5026,13.237122,-42.961278,11.81,gal
NGC5033,NGC 5033,13.224297,36.593944,10.68,gal
NGC5042,NGC 5042,13.258617,-23.984056,11.78,gal
NGC5044,NGC 5044,13.256658,-16.385528,10.78,gal
NGC5054,NGC 5054,13.282914,-16.634861,10.79,gal
NGC5055,Sunflower Galaxy,13.263703,42.029278,8.61,gal
NGC5061,NGC 5061,13.301408,-26.837222,10.31,gal
NGC5068,NGC 5068,13.315225,-21.039111,10.06,gal
NGC5077,NGC 5077,13.325464,-12.656972,11.65,gal
NGC5078,NGC 5078,13.330550,-27.410389,10.64,gal
NGC5084,NGC 5084,13.338033,-21.827583,10.49,gal
NGC5087,NGC 5087,13.340267,-20.611000,11.13,gal
NGC5090,NGC 5090,13.353561,-43.704556,11.28,gal
NGC5101,NGC 5101,13.362844,-27.430528,10.46,gal
NGC5102,NGC 5102,13.366003,-36.630250,9.88,gal
NGC5105,NGC 5105,13.363636,-13.206778,11.81,gal
NGC5121,NGC 5121,13.412669,-37.682194,11.62,gal
NGC5128,Centaurus A,13.424339,-43.019111,7.22,gal
NGC5134,NGC 5134,13.421819,-21.134167,11.77,gal
NGC5153,NGC 5153,13.465092,-29.618028,11.92,gal
NGC5156,NGC 5156,13.478914,-48.916806,11.86,gal
NGC5161,NGC 5161,13.487197,-33.173833,11.52,gal
NGC5170,NGC 5170,13.496886,-17.966417,11.23,gal
NGC5172,NGC 5172,13.488697,17.051917,11.96,gal
NGC5189,NGC 5189,13.559142,-65.974056,10.3,pn
NGC5193,NGC 5193,13.531536,-33.234222,11.73,gal
NGC5194,Whirlpool Galaxy,13.497975,47.195167,8.36,gal
NGC5195,NGC 5195,13.499886,47.266139,9.58,gal
NGC5198,NGC 5198,13.503167,46.670778,11.78,gal
NGC5204,NGC 5204,13.493475,58.418722,11.32,gal
NGC5206,NGC 5206,13.562217,-48.151167,10.49,gal
NGC5236,Southern Pinwheel Galaxy,13.616931,-29.865417,7.21,gal
NGC5247,NGC 5247,13.634178,-17.884028,10.41,gal
NGC5248,NGC 5248,13.625561,8.885167,9.97,gal
NGC5253,NGC 5253,13.665544,-31.640111,10.28,gal
NGC5264,NGC 5264,13.693522,-29.913083,11.98,gal
NGC5266,NGC 5266,13.717253,-48.169417,10.77,gal
NGC5292,NGC 5292,13.794464,-30.939528,11.92,gal
NGC5297,NGC 5297,13.773242,43.872333,11.76,gal
NGC5307,NGC 5307,13.850917,-51.205778,11.2,pn
NGC5308,NGC 5308,13.783453,60.973167,11.32,gal
NGC5315,NGC 5315,13.899136,-66.514167,9.8,pn
NGC5322,NGC 5322,13.820908,60.190528,10.14,gal
NGC5326,NGC 5326,13.847417,39.574861,11.87,gal
NGC5328,NGC 5328,13.881475,-28.489389,11.71,gal
NGC5333,NGC 5333,13.906728,-48.512528,11.89,gal
NGC5334,NGC 5334,13.881794,-1.114639,11.73,gal
NGC5350,NGC 5350,13.889342,40.363944,11.47,gal
NGC5353,NGC 5353,13.890747,40.283028,11.02,gal
NGC5354,NGC 5354,13.890750,40.302750,11.38,gal
NGC5363,NGC 5363,13.935336,5.254778,10.21,gal
NGC5364,NGC 5364,13.936667,5.014472,10.52,gal
NGC5365,NGC 5365,13.964067,-43.931306,11.32,gal
NGC5371,NGC 5371,13.927761,40.461750,11.69,gal
NGC5377,NGC 5377,13.937964,47.235694,11.27,gal
NGC5383,NGC 5383,13.951381,41.846250,11.57,gal
NGC5389,NGC 5389,13.935092,59.742056,11.98,gal
NGC5395,NGC 5395,13.977217,37.424472,11.66,gal
NGC5408,NGC 5408,14.055808,-41.377694,11.64,gal
NGC5419,NGC 5419,14.060758,-33.978250,10.77,gal
NGC5422,NGC 5422,14.011678,55.164472,11.8,gal
NGC5444,NGC 5444,14.056703,35.132111,11.86,gal
NGC5448,NGC 5448,14.047231,49.172694,11.88,gal
NGC5457,M101 / NGC 5457,14.053483,54.348944,7.9,gal
NGC5473,NGC 5473,14.078675,54.892639,11.47,gal
NGC5474,NGC 5474,14.083781,53.662222,11.01,gal
NGC5483,NGC 5483,14.173619,-43.324611,11.13,gal
NGC5485,NGC 5485,14.119819,55.001694,11.5,gal
NGC5493,NGC 5493,14.191494,-5.043611,11.42,gal
NGC5516,NGC 5516,14.265192,-48.114861,11.99,gal
NGC5529,NGC 5529,14.259464,36.226583,11.91,gal
NGC5530,NGC 5530,14.307542,-43.388583,11.19,gal
NGC5532,NGC 5532,14.281375,10.807389,11.94,gal
NGC5533,NGC 5533,14.268817,35.343833,11.81,gal
NGC5556,NGC 5556,14.342803,-29.241778,11.82,gal
NGC5557,NGC 5557,14.307144,36.493556,11.02,gal
NGC5566,NGC 5566,14.338858,3.933750,10.51,gal
NGC5576,NGC 5576,14.351022,3.271000,10.9,gal
NGC5582,NGC 5582,14.345311,39.693583,11.62,gal
NGC5585,NGC 5585,14.330056,56.729056,11.02,gal
NGC5614,NGC 5614,14.402108,34.858861,11.71,gal
NGC5631,NGC 5631,14.442583,56.582639,11.56,gal
NGC5638,NGC 5638,14.494550,3.233306,11.21,gal
NGC5643,NGC 5643,14.544650,-44.174417,11.49,gal
NGC5660,NGC 5660,14.497169,49.622667,11.91,gal
NGC5668,NGC 5668,14.556761,4.450444,11.71,gal
NGC5670,NGC 5670,14.593342,-45.966972,11.96,gal
NGC5676,NGC 5676,14.546347,49.457889,11.22,gal
NGC5678,NGC 5678,14.534892,57.921444,11.43,gal
NGC5687,NGC 5687,14.581222,54.475861,11.74,gal
NGC5688,NGC 5688,14.659764,-45.019000,11.81,gal
NGC5689,NGC 5689,14.591581,48.741639,11.8,gal
NGC5701,NGC 5701,14.653078,5.363472,11.2,gal
NGC5713,NGC 5713,14.669864,-0.288972,11.32,gal
NGC5728,NGC 5728,14.706639,-17.253083,11.51,gal
NGC5740,NGC 5740,14.740125,1.679778,11.9,gal
NGC5746,NGC 5746,14.748867,1.955000,10.55,gal
NGC5750,NGC 5750,14.769756,-0.222944,11.69,gal
NGC5775,NGC 5775,14.899333,3.544444,11.43,gal
NGC5786,NGC 5786,14.982294,-42.013361,11.89,gal
NGC5791,NGC 5791,14.979506,-19.266861,11.85,gal
NGC5792,NGC 5792,14.972975,-1.091083,11.26,gal
NGC5796,NGC 5796,14.990031,-16.623861,11.58,gal
NGC5806,NGC 5806,15.000111,1.891306,11.65,gal
NGC5812,NGC 5812,15.015472,-7.457361,11.23,gal
NGC5813,NGC 5813,15.019786,1.701972,10.53,gal
NGC5831,NGC 5831,15.068611,1.219917,11.46,gal
NGC5833,NGC 5833,15.198236,-72.859417,11.93,gal
NGC5838,NGC 5838,15.090628,2.099333,10.81,gal
NGC5845,NGC 5845,15.100225,1.633806,11.4,gal
NGC5846,NGC 5846,15.108133,1.605611,10.18,gal
NGC5850,NGC 5850,15.118803,1.544250,11.0,gal
NGC5854,NGC 5854,15.129917,2.568639,11.8,gal
NGC5861,NGC 5861,15.154469,-11.321667,11.69,gal
NGC5866,NGC 5866,15.108194,55.763222,9.89,gal
NGC5873,NGC 5873,15.214111,-38.125556,11.0,pn
NGC5878,NGC 5878,15.229364,-14.269833,11.67,gal
NGC5879,NGC 5879,15.162981,57.000194,11.47,gal
NGC5882,NGC 5882,15.280556,-45.649306,10.18,pn
NGC5885,NGC 5885,15.251156,-10.086000,11.7,gal
NGC5898,NGC 5898,15.303767,-24.097944,11.38,gal
NGC5903,NGC 5903,15.310147,-24.068583,11.27,gal
NGC5907,NGC 5907,15.264936,56.328778,10.37,gal
NGC5908,NGC 5908,15.278672,55.409250,11.89,gal
NGC5921,NGC 5921,15.365711,5.070528,11.02,gal
NGC5938,NGC 5938,15.607297,-66.859750,11.49,gal
NGC5962,NGC 5962,15.608800,16.607778,11.5,gal
NGC5964,NGC 5964,15.626728,5.974028,11.82,gal
NGC5965,NGC 5965,15.567350,56.685611,11.78,gal
NGC5970,NGC 5970,15.641658,12.186611,11.61,gal
NGC5979,NGC 5979,15.794739,-61.217861,11.5,pn
NGC5982,NGC 5982,15.644397,59.355833,11.07,gal
NGC5985,NGC 5985,15.660303,59.331944,11.81,gal
NGC5987,NGC 5987,15.665936,58.079528,11.72,gal
NGC6012,NGC 6012,15.903872,14.601250,11.96,gal
NGC6015,NGC 6015,15.857008,62.310028,11.17,gal
NGC6070,NGC 6070,16.166303,0.709306,11.75,gal
NGC6072,NGC 6072,16.216167,-36.230000,11.7,pn
NGC6118,NGC 6118,16.363506,-2.283444,11.71,gal
NGC6125,NGC 6125,16.319875,57.984222,12.0,gal
NGC6140,NGC 6140,16.349489,65.390556,11.66,gal
NGC6153,NGC 6153,16.525178,-40.253444,10.9,pn
NGC6156,NGC 6156,16.581264,-60.618806,11.98,gal
NGC6164,NGC 6164,16.561622,-48.080056,6.71,neb
NGC6165,NGC 6165,16.567625,-48.150500,6.71,neb
NGC6166,NGC 6166,16.477356,39.551556,11.91,gal
NGC6181,NGC 6181,16.539156,19.826556,11.82,gal
NGC6207,NGC 6207,16.717708,36.832417,11.64,gal
NGC6210,NGC 6210,16.741533,23.799833,9.65,pn
NGC6215,NGC 6215,16.851892,-58.993472,11.16,gal
NGC6221,NGC 6221,16.879467,-59.218611,10.54,gal
NGC6250,NGC 6250,16.965575,-45.936639,5.9,oc
NGC6300,NGC 6300,17.283186,-62.820556,10.27,gal
NGC6302,Bug Nebula,17.229064,-37.103139,9.6,pn
NGC6309,Box Nebula,17.234528,-12.910556,11.5,pn
NGC6340,NGC 6340,17.173569,72.304444,11.11,gal
NGC6369,Little Ghost Nebula,17.489028,-23.759444,11.4,pn
NGC6384,NGC 6384,17.540083,7.060278,10.63,gal
NGC6411,NGC 6411,17.592458,60.813389,11.86,gal
NGC6412,NGC 6412,17.493753,75.704417,11.83,gal
NGC6438,NGC 6438,18.371522,-85.402056,11.61,gal
NGC6445,Little Gem,17.820850,-20.009500,11.2,pn
NGC6482,NGC 6482,17.863558,23.071944,11.33,gal
NGC6483,NGC 6483,17.991892,-63.668722,11.96,gal
NGC6487,NGC 6487,17.878292,29.838639,11.97,gal
NGC6492,NGC 6492,18.046764,-66.430639,11.94,gal
NGC6503,NGC 6503,17.824008,70.144361,10.12,gal
NGC6514,Trifid Nebula,18.045031,-22.971889,8.5,neb
NGC6523,Lagoon Nebula,18.061464,-24.380167,5.8,neb
NGC6530,NGC 6530,18.075286,-24.358056,4.6,oc
NGC6537,Red Spider Nebula,18.086972,-19.842972,11.6,pn
NGC6543,Cat's Eye Nebula,17.975942,66.633194,9.01,pn
NGC6548,NGC 6548,18.099789,18.587250,11.73,gal
NGC6563,NGC 6563,18.200694,-33.868333,11.0,pn
NGC6565,NGC 6565,18.197944,-28.178333,11.6,pn
NGC6567,NGC 6567,18.229222,-19.075833,11.0,pn
NGC6572,NGC 6572,18.201725,6.853722,8.1,pn
NGC6574,NGC 6574,18.197564,14.981778,11.96,gal
NGC6589,NGC 6589,18.282047,-19.777083,10.5,neb
NGC6590,NGC 6590,18.284719,-19.866056,9.8,neb
NGC6611,Eagle Nebula,18.313381,-13.807222,6.0,neb
NGC6618,Checkmark Nebula,18.346419,-16.171528,7.0,neb
NGC6629,NGC 6629,18.428461,-23.202889,11.3,pn
NGC6643,NGC 6643,18.329558,74.568361,11.11,gal
NGC6644,NGC 6644,18.542981,-25.129361,10.7,pn
NGC6654,NGC 6654,18.402103,73.183222,11.84,gal
NGC6658,NGC 6658,18.565458,22.888278,11.8,gal
NGC6673,NGC 6673,18.751756,-62.297222,11.72,gal
NGC6684,NGC 6684,18.816078,-65.173444,10.5,gal
NGC6703,NGC 6703,18.788564,45.550639,11.38,gal
NGC6720,Ring Nebula,18.893058,33.028583,8.8,pn
NGC6741,Phantom Streak Nebula,19.043611,-0.449389,11.5,pn
NGC6744,NGC 6744,19.162806,-63.857528,9.25,gal
NGC6751,NGC 6751,19.098764,-5.992306,11.9,pn
NGC6753,NGC 6753,19.189900,-57.049556,11.04,gal
NGC6758,NGC 6758,19.231206,-56.309944,11.39,gal
NGC6769,NGC 6769,19.306300,-60.501083,11.77,gal
NGC6770,NGC 6770,19.310367,-60.496472,11.86,gal
NGC6781,NGC 6781,19.307850,6.539722,11.4,pn
NGC6782,NGC 6782,19.399417,-59.922472,11.98,gal
NGC6790,NGC 6790,19.382472,1.513333,10.5,pn
NGC6803,NGC 6803,19.521236,10.056028,11.4,pn
NGC6804,NGC 6804,19.526497,9.225167,12.0,pn
NGC6807,NGC 6807,19.575972,5.684167,12.0,pn
NGC6810,NGC 6810,19.726181,-58.655583,11.42,gal
NGC6814,NGC 6814,19.711289,-10.323500,11.32,gal
NGC6818,Little Gem Nebula,19.732703,-14.153167,9.3,pn
NGC6822,Barnard's Galaxy,19.749372,-14.803444,10.05,gal
NGC6823,NGC 6823,19.719414,23.299944,7.1,oc
NGC6824,NGC 6824,19.727972,56.109472,11.76,gal
NGC6826,Blinking Planetary,19.746697,50.525028,9.44,pn
NGC6851,NGC 6851,20.059547,-48.284500,11.84,gal
NGC6853,Dumbbell Nebula,19.993439,22.721028,7.4,pn
NGC6857,NGC 6857,20.030036,33.525917,11.4,neb
NGC6861,NGC 6861,20.122078,-48.370222,11.04,gal
NGC6861D,NGC 6861,20.138744,-48.211417,11.94,gal
NGC6868,NGC 6868,20.165019,-48.379556,10.59,gal
NGC6870,NGC 6870,20.169683,-48.287083,11.94,gal
NGC6872,NGC 6872,20.282378,-70.767944,11.64,gal
NGC6876,NGC 6876,20.305319,-70.858806,10.83,gal
NGC6884,NGC 6884,20.173250,46.460833,10.9,pn
NGC6886,NGC 6886,20.211917,19.989722,11.4,pn
NGC6888,Crescent Nebula,20.201819,38.354944,7.44,neb
NGC6891,NGC 6891,20.252456,12.704361,10.5,pn
NGC6893,NGC 6893,20.347122,-48.239083,11.71,gal
NGC6902,NGC 6902,20.407817,-43.653528,11.48,gal
NGC6905,Blue Flash Nebula,20.373053,20.104528,11.1,pn
NGC6907,NGC 6907,20.418508,-24.809167,11.16,gal
NGC6909,NGC 6909,20.460803,-47.027028,11.99,gal
NGC6920,NGC 6920,20.732611,-80.000833,11.97,gal
NGC6925,NGC 6925,20.572381,-31.980889,11.35,gal
NGC6935,NGC 6935,20.638950,-52.110444,12.0,gal
NGC6942,NGC 6942,20.677181,-54.303056,11.97,gal
NGC6943,NGC 6943,20.742706,-68.747722,11.39,gal
NGC6946,Fireworks Galaxy,20.581200,60.153917,9.05,gal
NGC6958,NGC 6958,20.811831,-37.997417,11.4,gal
NGC6960,Veil Nebula,20.766161,30.595139,7.0,neb
NGC6962,NGC 6962,20.788628,0.320806,11.89,gal
NGC6992,Eastern Veil,20.938631,31.742750,7.0,neb
NGC6995,Eastern Veil,20.952989,31.235167,7.0,neb
NGC6997,NGC 6997,20.944292,44.631500,10.0,oc
NGC7000,North America Nebula,20.988094,44.528778,4.0,neb
NGC7007,NGC 7007,21.091089,-52.551972,11.95,gal
NGC7008,NGC 7008,21.009111,54.543194,10.7,pn
NGC7009,Saturn Nebula,21.069664,-11.363250,8.0,pn
NGC7013,NGC 7013,21.059328,29.897472,11.3,gal
NGC7020,NGC 7020,21.188914,-64.025333,11.74,gal
NGC7023,Iris Nebula,21.026561,68.169556,7.2,neb
NGC7026,NGC 7026,21.105133,47.852194,10.9,pn
NGC7027,NGC 7027,21.117092,42.236528,8.5,pn
NGC7029,NGC 7029,21.197792,-49.283722,11.67,gal
NGC7041,NGC 7041,21.275661,-48.363556,11.3,gal
NGC7049,NGC 7049,21.316750,-48.562167,10.55,gal
NGC7079,NGC 7079,21.543125,-44.067556,11.65,gal
NGC7083,NGC 7083,21.595747,-63.902833,11.24,gal
NGC7090,NGC 7090,21.608017,-54.557333,10.87,gal
NGC7095,NGC 7095,21.874011,-81.530833,11.92,gal
NGC7096,NGC 7096,21.688689,-63.908694,11.97,gal
NGC7097,NGC 7097,21.670253,-42.539389,11.7,gal
NGC7098,NGC 7098,21.737811,-75.111333,11.53,gal
NGC7129,NGC 7129,21.716397,66.112972,11.5,oc
NGC7140,NGC 7140,21.870919,-55.569667,11.68,gal
NGC7144,NGC 7144,21.878453,-48.253750,11.0,gal
NGC7145,NGC 7145,21.888956,-47.882444,11.12,gal
NGC7168,NGC 7168,22.035389,-51.743083,11.9,gal
NGC7173,NGC 7173,22.034219,-31.973694,11.98,gal
NGC7177,NGC 7177,22.011456,17.738056,11.13,gal
NGC7184,NGC 7184,22.044394,-20.812833,11.0,gal
NGC7192,NGC 7192,22.113933,-64.316250,11.28,gal
NGC7205,NGC 7205,22.142858,-57.442583,10.97,gal
NGC7213,NGC 7213,22.154531,-47.166611,11.15,gal
NGC7217,NGC 7217,22.131219,31.359333,10.47,gal
NGC7218,NGC 7218,22.169919,-16.661000,11.91,gal
NGC7232,NGC 7232,22.260556,-45.850083,11.89,gal
NGC7293,Helix Nebula,22.494047,-20.837333,7.3,pn
NGC7314,NGC 7314,22.596164,-26.050472,11.22,gal
NGC7329,NGC 7329,22.673394,-66.478972,11.7,gal
NGC7331,NGC 7331,22.617781,34.415528,9.41,gal
NGC7332,NGC 7332,22.623483,23.798333,11.05,gal
NGC7377,NGC 7377,22.796528,-22.312111,11.19,gal
NGC7380,NGC 7380,22.789169,58.132417,7.2,oc
NGC7392,NGC 7392,22.863539,-20.608083,11.84,gal
NGC7410,NGC 7410,22.916931,-39.661333,11.19,gal
NGC7412,NGC 7412,22.929375,-42.642028,11.33,gal
NGC7418,NGC 7418,22.943378,-37.030083,11.04,gal
NGC7421,NGC 7421,22.948425,-37.347250,11.99,gal
NGC7424,NGC 7424,22.955103,-41.070583,10.18,gal
NGC7448,NGC 7448,23.000997,15.980333,11.69,gal
NGC7454,NGC 7454,23.018475,16.388361,11.86,gal
NGC7456,NGC 7456,23.036228,-39.569389,11.88,gal
NGC7457,NGC 7457,23.016647,30.144944,10.98,gal
NGC7479,NGC 7479,23.082403,12.322889,11.09,gal
NGC7507,NGC 7507,23.202108,-28.539611,10.04,gal
NGC7513,NGC 7513,23.220564,-28.357500,11.8,gal
NGC7531,NGC 7531,23.246806,-43.599944,11.25,gal
NGC7541,NGC 7541,23.245525,4.534361,11.76,gal
NGC7552,NGC 7552,23.269656,-42.584750,11.45,gal
NGC7562,NGC 7562,23.265972,6.687528,11.55,gal
NGC7582,NGC 7582,23.306528,-42.370556,11.03,gal
NGC7585,NGC 7585,23.300372,-4.650306,11.52,gal
NGC7599,NGC 7599,23.322539,-42.256833,11.35,gal
NGC7600,NGC 7600,23.314961,-7.580444,11.95,gal
NGC7606,NGC 7606,23.317994,-8.485083,11.0,gal
NGC7619,NGC 7619,23.337369,8.206250,11.06,gal
NGC7626,NGC 7626,23.345153,8.216972,11.12,gal
NGC7635,Bubble Nebula,23.346000,61.212361,11.0,neb
NGC7640,NGC 7640,23.368494,40.845417,11.01,gal
NGC7662,Copeland's Blue Snowball,23.431639,42.534944,8.3,pn
NGC7689,NGC 7689,23.554647,-54.094472,10.84,gal
NGC7713,NGC 7713,23.604164,-37.938083,11.18,gal
NGC7721,NGC 7721,23.646847,-6.517861,11.68,gal
NGC7723,NGC 7723,23.649189,-12.961083,11.21,gal
NGC7727,NGC 7727,23.664922,-12.292778,10.64,gal
NGC7741,NGC 7741,23.731769,26.075611,11.27,gal
NGC7742,NGC 7742,23.737703,10.767083,11.58,gal
NGC7744,NGC 7744,23.749789,-42.910917,11.85,gal
NGC7755,NGC 7755,23.797711,-30.522028,11.68,gal
NGC7769,NGC 7769,23.851103,20.150417,11.79,gal
NGC7785,NGC 7785,23.921953,5.915833,11.6,gal
NGC7793,NGC 7793,23.963842,-32.591028,9.29,gal
NGC7796,NGC 7796,23.983269,-55.458306,11.47,gal
NGC7814,NGC 7814,0.054136,16.145417,10.6,gal
# Messier Globular Clusters
M002,M2 / NGC 7089,21.557500,-0.823333,6.5,gc
M003,M3 / NGC 5272,13.703056,28.375556,6.2,gc
M004,M4 / NGC 6121,16.393056,-26.525556,5.6,gc
M005,M5 / NGC 5904,15.309167,2.082778,5.6,gc
M009,M9 / NGC 6333,17.320000,-18.516111,7.7,gc
M010,M10 / NGC 6254,16.952500,-4.100278,6.4,gc
M012,M12 / NGC 6218,16.787222,-1.947778,6.7,gc
M013,M13 / NGC 6205,16.694722,36.460278,5.8,gc
M014,M14 / NGC 6402,17.626667,-3.245833,7.6,gc
M015,M15 / NGC 7078,21.499444,12.166944,6.2,gc
M019,M19 / NGC 6273,17.043889,-26.268056,6.8,gc
M022,M22 / NGC 6656,18.606667,-23.904722,5.1,gc
M028,M28 / NGC 6626,18.409167,-24.869722,6.8,gc
M030,M30 / NGC 7099,21.672778,-23.179167,7.2,gc
M053,M53 / NGC 5024,13.215278,18.168056,7.6,gc
M054,M54 / NGC 6715,18.917500,-30.479722,7.6,gc
M055,M55 / NGC 6809,19.666389,-30.962222,7.0,gc
M056,M56 / NGC 6779,19.276389,30.184444,8.3,gc
M062,M62 / NGC 6266,17.020278,-30.112222,6.5,gc
M068,M68 / NGC 4590,12.657778,-26.742778,7.8,gc
M069,M69 / NGC 6637,18.523056,-32.348056,7.6,gc
M070,M70 / NGC 6681,18.720278,-32.291944,7.9,gc
M071,M71 / NGC 6838,19.896111,18.778333,8.2,gc
M072,M72 / NGC 6981,20.891111,-12.537000,9.3,gc
M075,M75 / NGC 6864,20.101111,-21.921111,8.6,gc
M079,M79 / NGC 1904,5.403056,-24.524167,7.7,gc
M080,M80 / NGC 6093,16.284167,-22.975000,7.3,gc
M092,M92 / NGC 6341,17.285278,43.136667,6.4,gc
M107,M107 / NGC 6171,16.542222,-13.053611,7.8,gc
